noise_x,noise_y,u_rec_x,u_rec_y,dmu_x,dmu_y,angle_real
-4.358530379658696496e+00,-1.394414683432516622e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.800105211444658515e+00,-6.922888797682987816e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.677583664729450419e+00,-3.396225176892762598e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.802340888056949808e+00,1.113937957984250104e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.206244346699180348e+00,1.863367347057379719e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.452020414568646167e+00,-1.113944432225764780e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.985398954790078996e+00,5.558664537730848565e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.769479509601331380e+00,-1.687720701306073767e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.658015480012652088e+00,6.572461816060023443e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.121769357080951490e+00,1.612194494879620521e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.501545433467638357e+00,1.052906730477694452e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.460283102472083872e-01,-2.891438601588738888e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.899423819815983183e-01,9.582983763101344810e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.949438242499353269e+00,2.579368599548447771e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.024348667897219833e+01,1.614971249424892008e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.028433344096282287e+00,2.916084711623635056e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.544322399710663873e+00,1.126087265515872238e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.071634923709375009e+01,1.021418242372681418e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.572763393568946899e+00,-2.334191967035540660e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.450308317542730485e+00,7.849875370755188264e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.115788911701466724e+01,9.049378685873087358e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.803686789369455867e-02,7.216770021302953975e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.853329838200694191e+00,1.645031063809646144e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.948644825397568781e+00,-1.472497760929718069e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.164889979787750218e-01,2.898887682635198360e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.853666708067251756e+00,1.014776732049274433e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.597644272812974497e+00,6.291572052060605547e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.564636721540346498e-01,1.176600093439703176e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.905709691693373120e+00,4.642805350595626823e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.697834234420322552e+00,5.032607594574148857e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.225169471990207981e+00,-1.243389575485553400e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.168555404267393349e+00,1.057276729542385718e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.925069666334049800e-02,-1.798171363049746230e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.228181189023890729e-01,1.521884909801952901e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.535916250828716301e+00,-1.241911887704467921e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.612720616376485339e-01,1.629345174442400568e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.547056598249272774e+00,1.417468973554657286e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.742642806434698599e+00,-2.665618480148590486e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.276243893347345448e+00,3.166697496289618691e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.083636848217822468e+00,5.516728075959428379e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.863338161432315232e+00,-3.673190146351966168e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.699600372399314274e+00,8.628056407192381538e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.309202159111849895e+00,1.531631073312373248e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.132502491962923230e+01,-2.632709173154589855e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.374259590389428354e+00,1.070822711660726956e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.228853407720272628e+00,1.317464290310874087e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.370171137456709154e+00,6.417883463994761284e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.267767351256996466e+00,5.477420775314972845e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.472867471636164272e+00,-7.551323256304467435e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.600959660697699238e+00,-1.476123183173500886e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.489658326601953076e-01,-2.907560892071873848e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.306653312102014297e+00,-4.515231918284645096e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.202811102331458715e-01,-6.627104637435698997e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.801454235591449127e+00,1.888796859580275322e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.021372663559184713e-01,5.569139640381857159e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.010920028753745648e+00,-4.941465741251471200e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.393538851723587157e+00,1.120526845131756044e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.759093121437901974e+00,1.577197088267461966e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.491812485167409719e+00,-3.305546403351810048e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.417625959452249340e-01,-2.079298435689688862e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.045060088498039885e+00,9.012859682318871135e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.602295507407368369e+00,7.283573392177968842e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.832855942837509911e-01,-4.551789729606080526e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.261923227393494606e+00,4.952978789002625976e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.631222508597721443e+00,3.155198571233804317e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.281082645091879080e+00,1.390261031728734942e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.506179650327975628e+00,-7.838857680457574917e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.152508379217145773e+00,1.726101575675687227e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.562356453335896234e+00,2.396827919094331794e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.541526102632302830e+00,-2.404091551946501593e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.059311882320721310e+01,6.611772223311199737e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.052879860134150292e+01,-1.862371968407300349e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.802046798849531228e+00,-6.041370915750260417e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.522181046444048391e+00,7.238545618063432219e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.285366804759915160e+00,-5.870018709099270038e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.269792170226808903e+00,2.021003432067682848e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.645346118694958726e+00,2.532453733001893345e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.243278103401928902e+00,2.513177284924194677e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.424911818165059962e+00,1.843252971720600250e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.833217444159106702e+00,6.981933025332121012e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.926341177803597482e+00,1.359712754781143285e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.858472963854925664e-01,-1.678805022960553783e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.165365907977137461e+00,8.692915321432369558e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.997268976094829007e+00,-1.228533389418403843e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.550334101150083299e+00,1.098305844278103516e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.307298616730685481e+00,-1.441689577772321318e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.720677312375842760e+00,-1.676303810461340138e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.457648955609694763e+00,-1.512803909197975916e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.501525067783066270e+00,2.016061900776436211e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.792222872769457354e+00,1.512979641447276924e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.732002460535312371e+00,2.612809885797945375e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.529661823838855739e+00,-1.057342601160724760e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.266540738422897050e+00,-9.925816635840620794e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.708749613569108927e+00,-1.463033397447007500e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.366186471886565723e+00,-1.316505874497571060e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.717008675311647359e+00,-6.449511795349970322e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.023863048891898941e+00,1.940100727425949911e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.983333594312468584e+00,-9.416643160313800109e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.897513037820109716e+00,-7.680180595279122446e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.253142507479415357e+00,-6.160896781341980155e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.730596607777997509e+00,1.203102276363977374e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.631851076351410690e+00,-1.277248261748428648e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.271516414755190727e+00,-1.293460347645758457e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.713696567583579800e+00,7.958324501762743530e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.143208975227840707e+00,1.188176573400179681e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.092486870927221076e+00,1.735134450598205591e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.344632930687952310e+00,-1.074923787302913158e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.783000227520247005e+00,-1.510495224307239148e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.835148628109774194e+00,-8.748922946347319485e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.114628829674809829e+01,6.769401744574109481e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.970167802625715225e+00,9.920549405932296283e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.203362728339454790e+00,1.505460895775610597e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.133506011169726335e+01,-5.621054715079885217e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.418654132999617179e+00,1.273610146332242898e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.019687936616819002e+00,-1.292821841711283115e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.445484178630758620e-01,-1.923818857128229753e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.462845590549819441e+00,-1.913540409980356349e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.363823235636078479e+01,-1.478218329267766196e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.259533100659549376e+00,8.183763582450359619e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.899479669041973739e+00,1.666789349174262247e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.356687212439616763e+00,-7.916866767909916947e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.525560476505113172e+00,-4.249574422675608809e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.173357960786405751e-01,2.378989270566672642e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.035820787619685923e+01,1.042040480509987405e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.730265902594249727e+00,-1.913501228958049416e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.421571105995291795e+00,-8.719255753619949978e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.579456729248235547e+00,-1.484078349998248392e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.910310187948102367e+00,5.945891705127037685e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.518707692485548044e+00,-1.092804109065829143e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.796061659761188700e+00,1.328709184563934498e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.521144787167933110e+00,1.665547287564696610e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.664637794966669304e+00,-3.698599149412388765e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.167750122231790755e+00,-1.411189103646866450e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.239216920241795750e+00,-8.429986947538791187e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.212247579693559452e+00,1.133802193049580631e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.289935504236811914e+00,-1.226898061094047199e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.403431570319777499e+00,-6.132197596784958460e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.347396309499175437e+00,-1.141755391021650023e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.144370365889520569e-01,4.695733088605127947e-02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.429849576724627980e+00,2.087469139550600650e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.277400595869469413e+00,-7.033603853014056551e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.123921664422371958e+00,4.238711795309964003e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000888e+00,0.000000000000000000e+00,0.000000000000000000e+00
